[['v', '.', '.', '.', '>', '>', '.', 'v', 'v', '>'], ['.', 'v', 'v', '>', '>', '.', 'v', 'v', '.', '.'], ['>', '>', '.', '>', 'v', '>', '.', '.', '.', 'v'], ['>', '>', 'v', '>', '>', '.', '>', '.', 'v', '.'], ['v', '>', 'v', '.', 'v', 'v', '.', 'v', '.', '.'], ['>', '.', '>', '>', '.', '.', 'v', '.', '.', '.'], ['.', 'v', 'v', '.', '.', '>', '.', '>', 'v', '.'], ['v', '.', 'v', '.', '.', '>', '>', 'v', '.', 'v'], ['.', '.', '.', '.', 'v', '.', '.', 'v', '.', '>']]
         19132957 function calls (19126077 primitive calls) in 5.480 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 indexing.py:2289(_iAtIndexer)
        1    0.000    0.000    0.000    0.000 accessor.py:17(BaseAccessor)
        1    0.000    0.000    0.000    0.000 integer.py:555(UInt64Dtype)
        1    0.000    0.000    0.000    0.000 numeric.py:40(NumericDtype)
        1    0.000    0.000    0.000    0.000 base.py:167(SpecificationError)
        1    0.000    0.000    0.000    0.000 csv.py:65(excel_tab)
        1    0.000    0.000    0.000    0.000 nanops.py:64(set_use_bottleneck)
        1    0.000    0.000    0.000    0.000 common.py:61(SettingWithCopyWarning)
        1    0.000    0.000    0.000    0.000 algorithms.py:1239(SelectNSeries)
        5    0.000    0.000    0.000    0.000 __init__.py:507(_parse_local_version)
        1    0.000    0.000    0.000    0.000 config_init.py:696(register_plotting_backend_cb)
        1    0.000    0.000    0.000    0.000 base.py:411(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:24(NullFrequencyError)
        1    0.000    0.000    0.000    0.000 __init__.py:34(PerformanceWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:40(UnsupportedFunctionCall)
        1    0.000    0.000    0.000    0.000 __init__.py:48(UnsortedIndexError)
        1    0.000    0.000    0.000    0.000 __init__.py:55(ParserError)
        1    0.000    0.000    0.000    0.000 __init__.py:69(DtypeWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:127(EmptyDataError)
        1    0.000    0.000    0.000    0.000 __init__.py:134(ParserWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:175(MergeError)
        1    0.000    0.000    0.000    0.000 __init__.py:182(AccessorRegistrationWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:211(NumbaUtilError)
        1    0.000    0.000    0.000    0.000 __init__.py:217(DuplicateLabelError)
        1    0.000    0.000    0.000    0.000 __init__.py:238(InvalidIndexError)
        1    0.000    0.000    0.000    0.000 dtypes.py:111(CategoricalDtypeType)
        1    0.000    0.000    0.000    0.000 _parser.py:569(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:661(_result)
        1    0.000    0.000    0.000    0.000 _parser.py:1378(_attr)
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
        1    0.000    0.000    0.000    0.000 _parser.py:1371(_tzparser)
        1    0.000    0.000    0.000    0.000 _parser.py:1589(ParserError)
        1    0.000    0.000    0.000    0.000 config.py:85(OptionError)
        1    0.000    0.000    0.000    0.000 config.py:392(option_context)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        2    0.000    0.000    0.000    0.000 calendar.py:53(<lambda>)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:160(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:546(different_locale)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:1818(_get_supported_offset)
        2    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
        2    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        1    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:322(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:364(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:384(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:436(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:457(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        1    0.000    0.000    0.000    0.000 _factories.py:19(_TzFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:25(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:55(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 tz.py:627(<listcomp>)
        2    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
        1    0.000    0.000    0.000    0.000 inspect.py:878(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:2403(_empty)
        1    0.000    0.000    0.000    0.000 inspect.py:2835(parameters)
        2    0.000    0.000    0.000    0.000 inspect.py:2839(return_annotation)
        1    0.000    0.000    0.000    0.000 typing.py:1168(_Protocol)
        1    0.000    0.000    0.000    0.000 typing.py:1315(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1364(NamedTupleMeta)
        2    0.000    0.000    0.000    0.000 lazy.py:144(LazySet)
        1    0.000    0.000    0.000    0.000 lazy.py:121(LazySet)
        1    0.000    0.000    0.000    0.000 tzfile.py:13(_byte_string)
        1    0.000    0.000    0.000    0.000 _version.py:4(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:274(_Final)
        1    0.000    0.000    0.000    0.000 typing.py:283(_Immutable)
        1    0.000    0.000    0.000    0.000 typing.py:488(TypeVar)
        2    0.000    0.000    0.000    0.000 typing.py:691(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:745(_VariadicGenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:894(_TypingEllipsis)
        1    0.000    0.000    0.000    0.000 extras.py:288(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 __init__.py:306(_CountryTimezoneDict)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(Error)
        1    0.000    0.000    0.000    0.000 exceptions.py:15(UnknownTimeZoneError)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(InvalidTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:53(NonExistentTimeError)
        2    0.000    0.000    0.000    0.000 core.py:3422(shape)
        1    0.000    0.000    0.000    0.000 random.py:691(seed)
        1    0.000    0.000    0.000    0.000 core.py:155(MAError)
        1    0.000    0.000    0.000    0.000 core.py:163(MaskError)
        3    0.000    0.000    0.000    0.000 core.py:868(__init__)
        1    0.000    0.000    0.000    0.000 core.py:862(_DomainGreater)
        1    0.000    0.000    0.000    0.000 core.py:878(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 python_parser.py:1087(FixedWidthReader)
        1    0.000    0.000    0.000    0.000 _iotools.py:421(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:429(ConverterLockError)
        1    0.000    0.000    0.000    0.000 shutil.py:58(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:61(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:68(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:71(RegistryError)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:14(DummyArray)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 index_tricks.py:294(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:255(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:517(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:522(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:680(IndexExpression)
        1    0.000    0.000    0.000    0.000 __init__.py:164(c_ushort)
        1    0.000    0.000    0.000    0.000 __init__.py:168(c_long)
        1    0.000    0.000    0.000    0.000 __init__.py:172(c_ulong)
        1    0.000    0.000    0.000    0.000 __init__.py:193(c_double)
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_longdouble)
        1    0.000    0.000    0.000    0.000 __init__.py:218(c_ubyte)
        1    0.000    0.000    0.000    0.000 tokenize.py:214(StopTokenizing)
        1    0.000    0.000    0.000    0.000 _internal.py:845(recursive)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1237(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:362(_unspecified)
        1    0.000    0.000    0.000    0.000 _exceptions.py:120(TooHardError)
        1    0.000    0.000    0.000    0.000 pickle.py:64(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:68(PicklingError)
        1    0.000    0.000    0.000    0.000 pathlib.py:517(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:997(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1492(PosixPath)
        1    0.000    0.000    0.000    0.000 parse.py:318(SplitResult)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
        1    0.000    0.000    0.000    0.000 _globals.py:30(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:44(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 multiarray.py:143(concatenate)
        1    0.000    0.000    0.000    0.000 polyutils.py:60(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:64(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:68(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:81(PolyBase)
        1    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
        1    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 contextlib.py:58(_recreate_cm)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:929(_sanity_check)


